show_id,type,title,country,released year,rating,listed_in,
s270,TV Show,Winx Club,Italy,15-Aug-21,TV-Y7,Kids' TV,
s271,Movie,Beckett,"Italy, Brazil, Greece",13-Aug-21,TV-MA,Action & Adventure,
s272,TV Show,Brand New Cherry Flavor,United States,13-Aug-21,TV-MA,"TV Dramas, TV Horror, TV Mysteries",
s273,TV Show,Fast & Furious Spy Racers,United States,13-Aug-21,TV-Y7,Kids' TV,
s274,TV Show,Gone for Good,France,13-Aug-21,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s275,TV Show,Grace and Frankie,United States,13-Aug-21,TV-MA,"TV Comedies, TV Dramas",
s276,TV Show,The Kingdom,Argentina,13-Aug-21,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
s277,TV Show,Valeria,Spain,13-Aug-21,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
s278,TV Show,AlRawabi School for Girls,Jordan,12-Aug-21,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",
s279,Movie,Lokillo: Nothing's the Same,Colombia,12-Aug-21,TV-MA,Stand-Up Comedy,
s280,Movie,Monster Hunter: Legends of the Guild,"United States, Japan",12-Aug-21,TV-PG,"Action & Adventure, Anime Features, Children & Family Movies",
s281,TV Show,Bake Squad,United States,11-Aug-21,TV-PG,Reality TV,
s282,Movie,Brother Jekwu,Nigeria,11-Aug-21,TV-14,"Comedies, International Movies",
s283,Movie,La diosa del asfalto,Mexico,11-Aug-21,TV-MA,"Dramas, Independent Movies, International Movies",
s284,Movie,Misha and the Wolves,"Belgium, United Kingdom",11-Aug-21,PG-13,"Documentaries, International Movies",
s285,Movie,The Kissing Booth 3,"United Kingdom, United States",11-Aug-21,TV-14,"Comedies, Romantic Movies",
s286,Movie,The Railway Man,"Switzerland, United Kingdom, Australia",11-Aug-21,R,"Dramas, International Movies",
s287,TV Show,Gabby's Dollhouse,United States,10-Aug-21,TV-Y,Kids' TV,
s288,TV Show,I Need Romance,,10-Aug-21,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
s289,TV Show,Las muñecas de la mafia,Colombia,10-Aug-21,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
s290,TV Show,The Crowned Clown,South Korea,10-Aug-21,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
s291,Movie,Untold: Malice at the Palace,United States,10-Aug-21,TV-MA,"Documentaries, Sports Movies",
s292,TV Show,SHAMAN KING,Japan,9-Aug-21,TV-14,"Anime Series, International TV Shows",
s293,Movie,Quartet,United Kingdom,8-Aug-21,PG-13,"Comedies, Dramas, Independent Movies",
s294,Movie,Slay,South Africa,8-Aug-21,TV-MA,"Comedies, International Movies, Romantic Movies",
s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,,7-Aug-21,TV-PG,"International Movies, Music & Musicals",
s296,Movie,The Paper Tigers,United States,7-Aug-21,PG-13,"Action & Adventure, Comedies",
s297,TV Show,Hit & Run,"Israel, United States",6-Aug-21,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries",
s298,TV Show,Navarasa,India,6-Aug-21,TV-MA,TV Shows,
s299,Movie,Quam's Money,Nigeria,6-Aug-21,TV-MA,"Comedies, Dramas, International Movies",
s300,Movie,The Swarm,France,6-Aug-21,TV-14,"Horror Movies, Independent Movies, International Movies",
s301,Movie,Vivo,"Canada, United States",6-Aug-21,PG,"Children & Family Movies, Music & Musicals",
s302,Movie,Chennai Express,India,5-Aug-21,TV-14,"Action & Adventure, Comedies, International Movies",
s303,Movie,City of God: 10 Years Later,Brazil,5-Aug-21,TV-MA,"Documentaries, International Movies",
s304,Movie,Esperando la carroza,Argentina,5-Aug-21,TV-MA,"Comedies, Cult Movies, International Movies",
s305,Movie,Lady Boss: The Jackie Collins Story,United Kingdom,5-Aug-21,TV-14,Documentaries,
s306,Movie,Tango Feroz,"Argentina, Spain",5-Aug-21,TV-MA,"Classic Movies, Dramas, International Movies",
s307,Movie,'76,Nigeria,4-Aug-21,TV-PG,"Dramas, International Movies",
s308,Movie,Aftermath,United States,4-Aug-21,TV-MA,Horror Movies,
s309,Movie,American Masters: Inventing David Geffen,United States,4-Aug-21,TV-MA,Movies,
s310,TV Show,Car Masters: Rust to Riches,,4-Aug-21,TV-PG,Reality TV,
s311,TV Show,Cocaine Cowboys: The Kings of Miami,United States,4-Aug-21,TV-MA,"Crime TV Shows, Docuseries",
s312,TV Show,Control Z,Mexico,4-Aug-21,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",
s313,TV Show,Cooking With Paris,United States,4-Aug-21,TV-MA,Reality TV,
s314,TV Show,Autumn's Concerto,Taiwan,3-Aug-21,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
s315,Movie,Heavy,United States,3-Aug-21,R,"Dramas, Independent Movies, Romantic Movies",
s316,Movie,Ije: The Journey,"United States, Nigeria",3-Aug-21,TV-MA,"Dramas, International Movies",
s317,TV Show,Office Girls,Taiwan,3-Aug-21,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
s318,Movie,Pray Away,United States,3-Aug-21,PG-13,"Documentaries, LGBTQ Movies",
s319,Movie,Shiny_Flakes: The Teenage Drug Lord,,3-Aug-21,TV-MA,"Documentaries, International Movies",
s320,TV Show,The Prince Who Turns into a Frog,Taiwan,3-Aug-21,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
s321,TV Show,Top Secret UFO Projects: Declassified,,3-Aug-21,TV-PG,Docuseries,
s322,TV Show,Two Fathers,Taiwan,3-Aug-21,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
s323,TV Show,You're My Destiny,Taiwan,3-Aug-21,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",
s324,TV Show,30 Rock,United States,1-Aug-21,TV-14,TV Comedies,
s325,TV Show,44 Cats,Italy,1-Aug-21,TV-Y7,Kids' TV,
s326,Movie,Beethoven,United States,1-Aug-21,PG,"Children & Family Movies, Comedies",
s327,Movie,Beethoven's 2nd,United States,1-Aug-21,PG,"Children & Family Movies, Comedies",
s328,Movie,Beowulf,"United States, United Kingdom",1-Aug-21,PG-13,"Action & Adventure, Sci-Fi & Fantasy",
s329,Movie,Boyka: Undisputed,"Bulgaria, United States",1-Aug-21,R,Action & Adventure,
s330,Movie,Catch Me If You Can,"United States, Canada",1-Aug-21,PG-13,Dramas,
s331,Movie,Cloudy with a Chance of Meatballs,"United States, Canada",1-Aug-21,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",
s332,TV Show,Darwin’s Game,,1-Aug-21,TV-MA,"Anime Series, International TV Shows, TV Thrillers",
s333,Movie,Deep Blue Sea,"United States, Mexico",1-Aug-21,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",
s334,Movie,Ferris Bueller's Day Off,United States,1-Aug-21,PG-13,"Classic Movies, Comedies, Cult Movies",
s335,Movie,Five Feet Apart,United States,1-Aug-21,PG-13,"Dramas, Romantic Movies",
s336,Movie,Freedomland,United States,1-Aug-21,R,"Dramas, Thrillers",
s337,TV Show,Friday Night Lights,,1-Aug-21,TV-14,"TV Dramas, Teen TV Shows",
s338,Movie,Good Luck Chuck,"United States, Canada",1-Aug-21,R,"Comedies, Romantic Movies",
s339,TV Show,Hunter X Hunter (2011),Japan,1-Aug-21,TV-14,"Anime Series, International TV Shows",
s340,Movie,I missed you: Director's Cut,,1-Aug-21,TV-14,"Dramas, Independent Movies, International Movies",
s341,Movie,Inception,"United States, United Kingdom",1-Aug-21,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",
s342,Movie,Magnolia,United States,1-Aug-21,R,"Dramas, Independent Movies",
s343,Movie,Major Payne,United States,1-Aug-21,PG-13,Comedies,
s344,Movie,My Girl,United States,1-Aug-21,PG-13,Dramas,
s345,Movie,My Girl 2,United States,1-Aug-21,PG,"Children & Family Movies, Comedies, Dramas",
s346,Movie,Open Season: Scared Silly,"United States, Canada",1-Aug-21,PG,"Children & Family Movies, Comedies",
s347,Movie,Pineapple Express,United States,1-Aug-21,R,"Action & Adventure, Comedies",
s348,Movie,Planet 51,"Spain, United Kingdom, United States",1-Aug-21,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",
s349,Movie,Poms,"United Kingdom, United States",1-Aug-21,PG-13,Comedies,
s350,Movie,Seabiscuit,United States,1-Aug-21,PG-13,"Dramas, Sports Movies",
s351,Movie,Space Cowboys,United States,1-Aug-21,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",
s352,Movie,Team America: World Police,"United States, Germany",1-Aug-21,R,"Action & Adventure, Comedies, Cult Movies",
s353,Movie,The Edge of Seventeen,"United States, China",1-Aug-21,R,"Comedies, Dramas",
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,United States,1-Aug-21,R,Horror Movies,
s355,Movie,The Last Boy Scout,United States,1-Aug-21,R,"Action & Adventure, Comedies",
s356,Movie,The Lincoln Lawyer,United States,1-Aug-21,R,"Dramas, Thrillers",
s357,Movie,The Losers,"United States, France",1-Aug-21,PG-13,Action & Adventure,
s358,Movie,The Machinist,"Spain, France, United Kingdom, United States",1-Aug-21,R,"Dramas, Independent Movies, Thrillers",
s359,Movie,The Net,United States,1-Aug-21,PG-13,Thrillers,
s360,Movie,The Original Kings of Comedy,United States,1-Aug-21,R,Stand-Up Comedy,
s361,Movie,Valentine's Day,United States,1-Aug-21,PG-13,"Comedies, Romantic Movies",
s362,TV Show,Charmed,United States,31-Jul-21,TV-14,"TV Dramas, TV Sci-Fi & Fantasy",
s363,Movie,The Lost Café,,31-Jul-21,TV-14,"Dramas, International Movies",
s364,Movie,The Vault,,31-Jul-21,R,"Action & Adventure, International Movies, Thrillers",
s365,TV Show,Centaurworld,,30-Jul-21,TV-Y7,"Kids' TV, TV Comedies",
s366,Movie,Eyes of a Thief,", France, Algeria",30-Jul-21,TV-14,"Dramas, Independent Movies, International Movies",
s367,TV Show,Glow Up,United Kingdom,30-Jul-21,TV-14,"British TV Shows, International TV Shows, Reality TV",
s368,Movie,I'm Glad I Did,,30-Jul-21,TV-14,"Documentaries, International Movies",
s369,TV Show,Khawatir,,30-Jul-21,TV-14,"International TV Shows, Reality TV",
s370,TV Show,Myth & Mogul: John DeLorean,,30-Jul-21,TV-14,"British TV Shows, Crime TV Shows, Docuseries",
s371,TV Show,Outer Banks,United States,30-Jul-21,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",
s372,Movie,Pomegranates and Myrrh,,30-Jul-21,TV-14,"Dramas, Independent Movies, International Movies",
s373,Movie,Rurouni Kenshin: The Beginning,,30-Jul-21,TV-MA,"Action & Adventure, International Movies",
s374,Movie,The Last Mercenary,,30-Jul-21,TV-MA,"Action & Adventure, Comedies, International Movies",
s375,Movie,Flower Girl,Nigeria,29-Jul-21,TV-PG,"Comedies, International Movies, Romantic Movies",
s376,Movie,Resort to Love,,29-Jul-21,TV-14,"Comedies, Romantic Movies",
s377,TV Show,Transformers: War for Cybertron: Kingdom,,29-Jul-21,TV-Y7,Anime Series,
s378,Movie,Bartkowiak,Poland,28-Jul-21,TV-MA,"Action & Adventure, International Movies",
s379,Movie,Fantastic Fungi,United States,28-Jul-21,TV-14,Documentaries,
s380,TV Show,Tattoo Redo,,28-Jul-21,TV-MA,Reality TV,
s381,TV Show,The Flash,United States,28-Jul-21,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",
s382,TV Show,The Snitch Cartel: Origins,,28-Jul-21,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
s383,TV Show,All American,United States,27-Jul-21,TV-14,"TV Dramas, Teen TV Shows",
s384,Movie,Department,India,27-Jul-21,TV-MA,"Action & Adventure, International Movies",
s385,Movie,Hostage House,,27-Jul-21,TV-14,Thrillers,
s386,TV Show,How to Sell Drugs Online (Fast),Germany,27-Jul-21,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",
s387,TV Show,Mighty Express,"United States, Canada",27-Jul-21,TV-Y,Kids' TV,
s388,Movie,Mimi,,27-Jul-21,TV-14,"Comedies, Dramas, International Movies",
s389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,,27-Jul-21,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",
s390,Movie,The Operative,"France, Israel, Germany, United States, United Kingdom",27-Jul-21,TV-MA,"Dramas, International Movies, Thrillers",
s391,TV Show,The Walking Dead,United States,26-Jul-21,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas",
s392,TV Show,Wynonna Earp,"Canada, United States",26-Jul-21,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",
s393,Movie,Django Unchained,United States,24-Jul-21,R,"Action & Adventure, Dramas",
s394,Movie,A Second Chance:  Rivals!,Australia,23-Jul-21,PG,"Children & Family Movies, Sports Movies",
s395,Movie,African America,,23-Jul-21,TV-MA,"Dramas, Independent Movies, International Movies",
s396,Movie,Bankrolled,,23-Jul-21,TV-MA,"Comedies, International Movies",
s397,Movie,Blood Red Sky,,23-Jul-21,TV-MA,"Action & Adventure, Horror Movies, International Movies",
s398,TV Show,Feels Like Ishq,,23-Jul-21,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",
s399,Movie,Kingdom: Ashin of the North,,23-Jul-21,TV-MA,"Horror Movies, International Movies, Thrillers",
s400,TV Show,Masters of the Universe: Revelation,,23-Jul-21,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy",
s401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,,23-Jul-21,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows",
s402,TV Show,Sky Rojo,Spain,23-Jul-21,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",
s403,Movie,The Last Letter From Your Lover,United Kingdom,23-Jul-21,TV-MA,"Dramas, Romantic Movies",
s404,TV Show,The Movies That Made Us,United States,23-Jul-21,TV-MA,Docuseries,
s405,Movie,9to5: The Story of a Movement,,22-Jul-21,TV-MA,Documentaries,
s406,Movie,Chhota Bheem - Dinosaur World,,22-Jul-21,TV-Y,Children & Family Movies,
s407,Movie,Chhota Bheem - Neeli Pahaadi,,22-Jul-21,TV-Y7,Children & Family Movies,
s408,Movie,Chhota Bheem & Ganesh,,22-Jul-21,TV-Y7,Children & Family Movies,
s409,Movie,Chhota Bheem & Krishna: Mayanagari,,22-Jul-21,TV-Y7,Children & Family Movies,
s410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,,22-Jul-21,TV-Y7,Children & Family Movies,
s411,Movie,Chhota Bheem And The Broken Amulet,India,22-Jul-21,TV-Y7,Children & Family Movies,
s412,Movie,Chhota Bheem And The Crown of Valhalla,,22-Jul-21,TV-Y7,Children & Family Movies,
s413,Movie,Chhota Bheem and the Incan Adventure,,22-Jul-21,TV-Y7,Children & Family Movies,
s414,Movie,Chhota Bheem and The ShiNobi Secret,,22-Jul-21,TV-Y7,Children & Family Movies,
s415,Movie,Chhota Bheem Aur Hanuman,,22-Jul-21,TV-Y7,Children & Family Movies,
s416,Movie,Chhota Bheem aur Krishna,India,22-Jul-21,TV-Y7,Children & Family Movies,
s417,Movie,Chhota Bheem aur Krishna vs Zimbara,,22-Jul-21,TV-Y7,Children & Family Movies,
s418,Movie,Chhota Bheem in African Safari,,22-Jul-21,TV-Y7,Children & Family Movies,
s419,Movie,Chhota Bheem Ka Roosi Romanch,,22-Jul-21,TV-Y,Children & Family Movies,
s420,Movie,Chhota Bheem: Bheem vs Aliens,,22-Jul-21,TV-Y7,"Children & Family Movies, Sports Movies",
s421,Movie,Chhota Bheem: Dholakpur to Kathmandu,,22-Jul-21,TV-Y7,Children & Family Movies,
s422,Movie,Chhota Bheem: Dus Pe Dus,,22-Jul-21,TV-Y7,Children & Family Movies,
s423,Movie,Chhota Bheem: Journey to Petra,,22-Jul-21,TV-Y7,Children & Family Movies,
s424,Movie,Chhota Bheem: Master of Shaolin,,22-Jul-21,TV-Y7,Children & Family Movies,
s425,Movie,Chhota Bheem: The Rise of Kirmada,,22-Jul-21,TV-Y7,Children & Family Movies,
s426,TV Show,Chicago Med,United States,22-Jul-21,TV-14,TV Dramas,
s427,Movie,Cousins,New Zealand,22-Jul-21,TV-MA,Dramas,
s428,Movie,Wannabe Courageous,,22-Jul-21,TV-14,"Comedies, International Movies",
s429,Movie,Words Bubble Up Like Soda Pop,,22-Jul-21,TV-G,"Anime Features, Children & Family Movies, International Movies",
s430,Movie,Sanitation Day,Nigeria,21-Jul-21,TV-14,"Dramas, International Movies, Thrillers",
s431,TV Show,Sexy Beasts,,21-Jul-21,TV-14,"British TV Shows, International TV Shows, Reality TV",
s432,TV Show,Too Hot to Handle: Brazil,,21-Jul-21,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",
s433,Movie,Trollhunters: Rise of the Titans,,21-Jul-21,TV-Y7,Children & Family Movies,
s434,Movie,Milkwater,United States,20-Jul-21,TV-MA,"Comedies, Dramas, Independent Movies",
s435,TV Show,Okupas,Argentina,20-Jul-21,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",
s436,TV Show,Touch Your Heart,,20-Jul-21,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",
s437,Movie,The Tambour of Retribution,Saudi Arabia,19-Jul-21,TV-14,"Dramas, International Movies, Romantic Movies",
s438,Movie,Cosmic Sin,United States,17-Jul-21,R,Action & Adventure,
s439,Movie,2 Weeks in Lagos,,16-Jul-21,TV-PG,"Dramas, International Movies, Romantic Movies",
s440,Movie,Deep,Thailand,16-Jul-21,TV-MA,"Dramas, International Movies, Thrillers",
s441,TV Show,Explained,United States,16-Jul-21,TV-MA,"Docuseries, Science & Nature TV",
s442,Movie,Fear Street Part 3: 1666,,16-Jul-21,R,"Horror Movies, LGBTQ Movies",
s443,TV Show,Johnny Test,"United States, Canada",16-Jul-21,TV-Y7,"Kids' TV, TV Comedies",
s444,Movie,La ley de Herodes,,16-Jul-21,R,"Comedies, International Movies",
s445,TV Show,Naomi Osaka,,16-Jul-21,TV-14,Docuseries,
s446,Movie,The Beguiled,United States,16-Jul-21,R,"Dramas, Independent Movies, Thrillers",
s447,Movie,The Book of Henry,United States,16-Jul-21,PG-13,Dramas,
s448,Movie,The Twilight Saga: Breaking Dawn: Part 1,United States,16-Jul-21,PG-13,"Dramas, Romantic Movies",
s449,Movie,The Twilight Saga: Breaking Dawn: Part 2,United States,16-Jul-21,PG-13,"Dramas, Romantic Movies",
s450,Movie,The Twilight Saga: Eclipse,United States,16-Jul-21,PG-13,"Dramas, Romantic Movies",
s451,Movie,The Twilight Saga: New Moon,United States,16-Jul-21,PG-13,"Dramas, Romantic Movies",
s452,Movie,Twilight,United States,16-Jul-21,PG-13,"Action & Adventure, Dramas, Romantic Movies",
s453,Movie,A Perfect Fit,Indonesia,15-Jul-21,TV-PG,"Comedies, Dramas, International Movies",
s454,TV Show,BEASTARS,Japan,15-Jul-21,TV-MA,"Anime Series, International TV Shows",
s455,Movie,Cheech & Chong's Still Smokin,,15-Jul-21,TV-MA,"Comedies, Cult Movies",
s456,Movie,Emicida: AmarElo - Live in São Paulo,,15-Jul-21,TV-MA,"Documentaries, International Movies, Music & Musicals",
s457,TV Show,Her Private Life,South Korea,15-Jul-21,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
s458,Movie,Lift Like a Girl,"Egypt, Denmark, Germany",15-Jul-21,TV-PG,"Documentaries, International Movies, Sports Movies",
s459,Movie,My Amanda,,15-Jul-21,TV-14,"Dramas, International Movies, Romantic Movies",
s460,TV Show,Never Have I Ever,United States,15-Jul-21,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",
s461,Movie,Surf's Up,"United States, Canada",15-Jul-21,PG,"Children & Family Movies, Comedies, Sports Movies",
s462,Movie,The Unknown Saint,,15-Jul-21,TV-14,"Comedies, Dramas, Independent Movies",
s463,Movie,This Changes Everything,United States,15-Jul-21,TV-MA,Documentaries,
s464,Movie,A Classic Horror Story,Italy,14-Jul-21,TV-MA,"Horror Movies, International Movies",
s465,Movie,Gunpowder Milkshake,,14-Jul-21,R,"Action & Adventure, Comedies",
s466,TV Show,Heist,,14-Jul-21,TV-MA,"Crime TV Shows, Docuseries",
s467,TV Show,My Unorthodox Life,,14-Jul-21,TV-MA,Reality TV,
s468,Movie,Private Network: Who Killed Manuel Buendía?,,14-Jul-21,TV-MA,"Documentaries, International Movies",
s469,Movie,The Guide to the Perfect Family,,14-Jul-21,TV-MA,"Comedies, Dramas, International Movies",
s470,Movie,American Woman,"United States, Canada",13-Jul-21,TV-MA,"Dramas, Independent Movies",
s471,Movie,Bridgerton - The Afterparty,,13-Jul-21,TV-14,Movies,
s472,Movie,Day of Destiny,,13-Jul-21,TV-PG,"Children & Family Movies, Dramas, International Movies",
s473,TV Show,Ridley Jones,United States,13-Jul-21,TV-Y,Kids' TV,
s474,Movie,Born to Play,United States,12-Jul-21,TV-MA,"Documentaries, Sports Movies",
s475,Movie,American Ultra,"United States, Switzerland",10-Jul-21,R,"Action & Adventure, Comedies",
s476,Movie,The Stand-Up,,10-Jul-21,TV-MA,Stand-Up Comedy,
s477,Movie,The Tour,,10-Jul-21,TV-MA,"Comedies, Documentaries, International Movies",
s478,TV Show,Atypical,United States,9-Jul-21,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",
